rank,CONS_NO,risk_score,actual_theft
110,C00571,0.1047043849946931,0
111,C00759,0.10454396704914334,0
112,C00043,0.10390836331062019,0
113,C00422,0.10271963674758433,0
114,C00793,0.10189147146884352,0
115,C00180,0.10094210620174178,0
116,C00294,0.09951806855679024,0
117,C00438,0.09740209326748875,0
118,C00246,0.0973531682521023,0
119,C00617,0.0972904296242632,0
120,C00835,0.0967533830173976,0
121,C00893,0.0962713485583663,0
122,C00274,0.0961784485494718,0
123,C00981,0.09505909105415808,0
124,C00001,0.09493974730307857,0
125,C00306,0.09478800884366698,0
126,C00708,0.09372988132904292,0
127,C00576,0.09305101080099121,0
128,C00191,0.09269210451804273,0
129,C00540,0.09257921889711064,0
130,C00013,0.09243132156552747,0
131,C00732,0.09237359004619065,0
132,C00820,0.09170438643195666,0
133,C00128,0.09151768777519464,0
134,C00207,0.09100786481285468,1
135,C00657,0.0893082719296217,0
136,C00068,0.0889625666604843,0
137,C00554,0.08737022441346198,0
138,C00242,0.08720566257834435,0
139,C00771,0.08719120051604778,0
140,C00557,0.0871478689784805,0
141,C00992,0.086837799847126,0
142,C00042,0.08648765773978084,0
143,C00034,0.08510963388253004,0
144,C00429,0.08448648278742138,0
145,C00355,0.08375439462251962,0
146,C00515,0.08372630323283374,0
147,C00751,0.08313408205285669,0
148,C00024,0.08224118071914326,0
149,C00218,0.08199541142676026,0
150,C00673,0.08164227146771737,0
151,C00144,0.08135321789886803,0
152,C00931,0.08105624540476128,0
153,C00818,0.0802256244351156,0
154,C00549,0.08018291722983122,0
155,C00886,0.08003253592178225,0
156,C00430,0.07982638244055058,0
157,C00880,0.07970935958437622,0
158,C00014,0.07953040477323935,0
159,C00253,0.07934123626328074,0
160,C00852,0.07912669003708288,0
161,C00790,0.07908733167860191,0
162,C00233,0.07842900613757149,0
163,C00690,0.07796475867507979,0
164,C00568,0.07788658030331135,0
165,C00375,0.07758945478126407,0
166,C00539,0.07751215162129038,0
167,C00119,0.07733190883882343,0
168,C00556,0.07694195484434566,0
169,C00639,0.07682323249755427,0
170,C00898,0.0767086622363422,0
171,C00304,0.0766107456292957,0
172,C00727,0.07635329362278845,0
173,C00440,0.0763353412039578,0
174,C00640,0.07628920758143068,0
175,C00530,0.0754826475866139,0
176,C00973,0.07505190646625123,0
177,C00229,0.07475360544049181,0
178,C00426,0.07456554237287491,0
179,C00441,0.07405198086053133,0
180,C00466,0.07401208290227916,0
181,C00776,0.07365083370327653,0
182,C00394,0.07364482530392706,0
183,C00763,0.07319300300441682,0
184,C00150,0.07247064221301117,0
185,C00446,0.07239980803569779,0
186,C00695,0.0720791659259703,0
187,C00589,0.07205638771411031,0
188,C00349,0.07188184156548232,0
189,C00879,0.07144812379785662,0
190,C00263,0.07112264743773267,0
191,C00186,0.07110869713360443,0
192,C00234,0.07099710367619991,0
193,C00081,0.07089241314679384,0
194,C00385,0.07070859952364117,0
195,C00836,0.07070559873245656,0
196,C00104,0.07059207619749941,0
197,C00944,0.07029777274366883,0
198,C00321,0.06993561825947836,0
199,C00383,0.06925520161166787,0
200,C00575,0.06899126797245608,0
201,C00794,0.06849198188283481,0
202,C00314,0.06829365440069718,0
203,C00625,0.06793432848062367,0
204,C00562,0.06764809377500788,0
205,C00941,0.06748080349061639,0
206,C00764,0.06746596705059542,0
207,C00642,0.06686506133992225,0
208,C00926,0.06682294749771245,0
209,C00913,0.06646776492707432,0
210,C00572,0.06643936806358397,0
211,C00264,0.06633707318645715,0
212,C00137,0.06631302947644144,0
213,C00444,0.06627912274561823,0
214,C00336,0.06544835781678557,0
215,C00121,0.06532472860999405,0
216,C00516,0.06527442038059235,0
217,C00310,0.06469879969954491,0
218,C00284,0.06466786214150488,0
219,C00245,0.06446475666016341,0
220,C00423,0.06411981601268053,0
221,C00970,0.06367333201924338,0
222,C00773,0.06340879846829921,0
223,C00611,0.06332599466978925,0
224,C00986,0.06329372910718123,0
225,C00072,0.06312382309697569,0
226,C00442,0.06300043719820678,0
227,C00090,0.06297252951189876,0
228,C00969,0.0621725918725133,0
229,C00950,0.062041230499744415,0
230,C00628,0.06169943190179765,0
231,C00741,0.061677462374791506,0
232,C00213,0.061527976649813354,0
233,C00733,0.06124988713276523,0
234,C00023,0.060945942054968325,0
235,C00004,0.06094184507855629,0
236,C00874,0.06084678409087575,0
237,C00456,0.0605007404810749,0
238,C00525,0.06020520976744592,0
239,C00867,0.060108987428247926,0
240,C00392,0.05988537919474766,0
241,C00652,0.05948356818407774,0
242,C00179,0.058659872569842265,0
243,C00541,0.05836100675514899,0
244,C00470,0.05734049665916245,0
245,C00074,0.05725534576922655,0
246,C00872,0.057227427564794195,0
247,C00978,0.057216807501390576,0
248,C00494,0.0569640064786654,0
249,C00146,0.05693681756965816,0
250,C00116,0.05671564704971388,0
