rank,CONS_NO,risk_score,actual_theft
249,C00840,0.03943444488104433,0
250,C00685,0.03936565983543793,0
251,C00627,0.03922201902796963,0
252,C00594,0.03909428725019097,0
253,C00330,0.038984629511833194,0
254,C00109,0.03897260054375654,0
255,C00323,0.03886412204592489,0
256,C00651,0.03870176628892187,0
257,C01134,0.03839136575650769,0
258,C00853,0.03826293298043311,0
259,C00454,0.03823600523173809,0
260,C00981,0.03818613681578751,0
261,C00057,0.038128079101443293,0
262,C00790,0.0376856472925283,0
263,C00665,0.03762878329857218,0
264,C00474,0.03747335056541488,0
265,C00141,0.037418329436331985,0
266,C01016,0.03725194344297052,0
267,C01084,0.03699652297804891,0
268,C00316,0.0369327808264643,0
269,C00221,0.03690618713153526,0
270,C00943,0.0367524700704962,0
271,C00479,0.03667875324608758,0
272,C00781,0.0366254398599267,0
273,C00769,0.03654691432020627,0
274,C00076,0.03648815234191716,0
275,C01129,0.03644309409428388,0
276,C00848,0.0364396094577387,0
277,C00447,0.036340367317273144,0
278,C00548,0.03629993349313736,0
279,C00568,0.03626589434138327,0
280,C01058,0.03625620573293418,0
281,C00124,0.03613543020910583,0
282,C00936,0.03607412134433096,0
283,C00700,0.035949957882985474,0
284,C00877,0.035949582276129405,0
285,C00435,0.0357529551256448,0
286,C00828,0.035677088169947406,0
287,C00873,0.03563071272801608,0
288,C01090,0.035529223748017105,0
289,C01061,0.0354966024402529,0
290,C00426,0.03547492179786786,0
291,C00281,0.03543571813497692,0
292,C01176,0.03542626663693227,0
293,C00147,0.035364946955814956,0
294,C00844,0.035360210691578686,0
295,C00976,0.035281202849000694,0
296,C00875,0.03515759097645059,0
297,C00883,0.03512070812284947,0
298,C01083,0.03505944493226707,0
299,C00534,0.03491723907645792,0
300,C00338,0.034888675657566634,0
